fullVisitorId,avg_pageviews,subContinent_Northern America,avg_hits,bounces,transactionRevenue,trans_label
7744832771191760875,1.0,0.0,1.0,1.0,0.0,0
2885642308632115770,1.0,0.0,1.0,1.0,0.0,0
640950464407184346,1.0,0.0,1.0,1.0,0.0,0
1806108922954689875,1.0,0.0,1.0,1.0,0.0,0
408491617741040189,1.0,0.0,1.0,2.0,0.0,0
1933953819765789980,1.0,0.0,1.0,1.0,0.0,0
1580916805059850833,15.0,1.0,19.0,0.0,0.0,0
454391799572719389,16.0,1.0,18.0,0.0,0.0,0
438275714852986618,7.0,1.0,11.0,0.0,0.0,0
9926653406552396763,1.0,1.0,1.0,1.0,0.0,0
3147455813712051549,1.0,0.0,1.0,1.0,0.0,0
7496143852082776025,1.0,0.0,1.0,1.0,0.0,0
406543342076076873,3.6666666666666665,3.0,3.6666666666666665,0.0,0.0,0
5285826433728271180,1.0,0.0,1.0,1.0,0.0,0
8410559791681833917,1.0,0.0,1.0,1.0,0.0,0
7452191332334832910,2.0,0.0,2.0,0.0,0.0,0
5836289113362873178,1.0,0.0,1.0,1.0,0.0,0
9172380577594630684,2.0,0.0,2.0,0.0,0.0,0
6565612010346578649,1.0,0.0,1.0,1.0,0.0,0
7164097879369783668,1.0,0.0,1.0,1.0,0.0,0
740595576750922862,3.333333333333333,0.0,3.333333333333333,0.0,0.0,0
7539225792238312261,1.0,0.0,1.0,1.0,0.0,0
9184301608387194018,1.0,0.0,1.0,1.0,0.0,0
3099812631746550700,5.0,1.0,7.0,0.0,0.0,0
301313759329401508,2.0,0.0,2.0,0.0,0.0,0
135426780596290244,2.0,0.0,2.0,0.0,0.0,0
5917321586002159017,1.0,0.0,1.0,1.0,0.0,0
632924949501831927,4.0,1.0,6.0,0.0,0.0,0
8122077877197223112,6.0,1.0,8.0,0.0,0.0,0
8858061438983656012,1.0,0.0,1.0,1.0,0.0,0
7996549805396617404,1.0,0.0,1.0,1.0,0.0,0
2692154450962198912,1.0,0.0,1.0,1.0,0.0,0
4628051904153734397,1.0,0.0,1.0,1.0,0.0,0
1414338805226583869,1.0,0.0,1.0,1.0,0.0,0
5103737211609934744,2.0,1.0,2.0,0.0,0.0,0
2697024310738723270,3.0,1.0,3.0,0.0,0.0,0
579398873065286676,2.0,0.0,2.0,0.0,0.0,0
684571226163195967,7.5,0.0,10.0,0.0,0.0,0
4599904683286240827,6.0,1.0,8.0,0.0,0.0,0
1775954282644578006,1.0,1.0,1.0,1.0,0.0,0
560410555849091719,1.0,0.0,1.0,1.0,0.0,0
3952110083554573380,1.0,0.0,1.0,1.0,0.0,0
3211652599974300545,5.0,0.0,6.0,0.0,0.0,0
3849082740991334964,2.0,1.0,2.0,0.0,0.0,0
671153650590800037,3.0,1.0,3.0,0.0,0.0,0
3095314947162944222,14.0,1.0,16.0,0.0,0.0,0
9020407236068750881,1.0,0.0,1.0,1.0,0.0,0
9849575948647899148,1.0,0.0,1.0,1.0,0.0,0
5467201891716682428,1.0,0.0,1.0,1.0,0.0,0
4420144638451662396,3.0,0.0,4.0,0.0,0.0,0
7122308897833954148,1.0,0.0,1.0,1.0,0.0,0
656625907138948014,3.0,0.0,4.0,0.0,0.0,0
8368722260719115617,2.0,0.0,2.0,0.0,0.0,0
1198782645902626469,1.0,0.0,1.0,1.0,0.0,0
2819924470510955087,5.5,2.0,5.5,1.0,0.0,0
3353576355783043656,3.0,0.0,3.0,0.0,0.0,0
1636545711343432358,3.0,1.0,3.0,0.0,0.0,0
4414955092329706955,16.0,0.0,17.0,0.0,0.0,0
3853800034314365918,1.0,0.0,1.0,1.0,0.0,0
8616868941709055972,5.0,1.0,5.0,0.0,0.0,0
9250307647987149324,1.0,1.0,1.0,1.0,0.0,0
6591559821356270610,2.0,2.0,2.5,1.0,0.0,0
1976487743696984852,1.0,1.0,1.0,1.0,0.0,0
707154195478560833,21.0,1.0,29.0,0.0,0.0,0
235124372107812499,6.0,1.0,7.0,0.0,0.0,0
4472642825218633735,1.5,4.0,2.0,1.0,0.0,0
6889054391688560904,1.0,0.0,1.0,1.0,0.0,0
8339217732964845972,1.0,1.0,1.0,1.0,0.0,0
3760208205484708134,1.0,0.0,1.0,1.0,0.0,0
717719989686248015,1.0,0.0,1.0,1.0,0.0,0
2572567863268880973,3.0,0.0,3.0,0.0,0.0,0
1455236477018226532,3.0,0.0,3.0,0.0,0.0,0
2093336501034742785,1.0,0.0,1.0,1.0,0.0,0
8770221616492364077,1.0,1.0,1.0,1.0,0.0,0
682280897871667069,1.0,0.0,1.0,1.0,0.0,0
8910710043748631427,10.0,0.0,10.0,0.0,0.0,0
3818291135827752096,2.0,1.0,2.0,0.0,0.0,0
9054863575845918602,1.0,0.0,1.0,1.0,0.0,0
6366216654086542897,5.0,1.0,5.0,0.0,0.0,0
2597132662971371323,1.0,1.0,1.0,1.0,0.0,0
428107900675298007,3.0,0.0,4.0,0.0,0.0,0
2538008285494170227,2.0,0.0,2.0,0.0,0.0,0
4218505740314563249,1.0,0.0,1.0,1.0,0.0,0
6963530089915412817,1.0,0.0,1.0,1.0,0.0,0
3101872971075785352,2.0,1.0,2.0,0.0,0.0,0
7850336933072885625,5.0,0.0,5.0,0.0,0.0,0
431211020979471502,1.0,0.0,1.0,1.0,0.0,0
1638394655590406661,1.0,0.0,1.0,1.0,0.0,0
1928935895396092035,1.0,0.0,1.0,1.0,0.0,0
598800119161263541,1.0,0.0,1.0,1.0,0.0,0
3931716284873378729,5.0,1.0,5.0,0.0,0.0,0
5087359069601710139,1.0,0.0,1.0,1.0,0.0,0
8539331685368363012,1.0,0.0,1.0,1.0,0.0,0
8123343929539768544,2.0,0.0,2.0,0.0,0.0,0
788257058195697418,11.0,1.0,14.0,0.0,0.0,0
5891898598462779057,1.0,1.0,1.0,1.0,0.0,0
9007065768114750140,1.0,0.0,1.0,1.0,0.0,0
6846281410233518449,1.0,0.0,1.0,1.0,0.0,0
6760019345619112200,1.0,0.0,1.0,1.0,0.0,0
5097401564777162481,6.0,1.0,6.0,0.0,0.0,0
1556571804334782954,6.0,0.0,6.0,0.0,0.0,0
5663607258349226481,1.0,0.0,1.0,1.0,0.0,0
8562451830373093377,4.0,1.0,4.0,0.0,0.0,0
2871021912429969203,4.0,0.0,4.0,0.0,0.0,0
9993288948446258476,1.0,0.0,1.0,1.0,0.0,0
9948803846007752800,7.0,0.0,10.0,0.0,0.0,0
625556223535030406,1.0,0.0,1.0,2.0,0.0,0
591132720536282378,1.0,1.0,1.0,1.0,0.0,0
8705508530000994603,1.0,0.0,1.0,2.0,0.0,0
9968374490298188588,1.0,0.0,1.0,1.0,0.0,0
3152313085544846331,5.0,0.0,5.0,0.0,0.0,0
4877594820454383134,4.0,0.0,4.0,0.0,0.0,0
8478377988716452234,2.0,0.0,2.0,0.0,0.0,0
5165654932547953184,1.0,0.0,1.0,1.0,0.0,0
8524737988395673296,1.0,1.0,1.0,1.0,0.0,0
584271413209776924,1.0,1.0,1.0,1.0,0.0,0
7033361294430106717,1.0,0.0,1.0,3.0,0.0,0
3526025537084813433,7.0,0.0,7.0,0.0,0.0,0
7678578214908828041,6.0,1.0,7.0,0.0,0.0,0
9482464079503899367,1.0,1.0,1.0,1.0,0.0,0
147134100011146062,1.0,1.0,1.0,1.0,0.0,0
9322683854688754164,1.0,1.0,1.0,1.0,0.0,0
662096328556062699,1.0,0.0,1.0,1.0,0.0,0
6803983110946828415,1.0,0.0,1.0,1.0,0.0,0
227625721519596912,3.0,0.0,3.0,0.0,0.0,0
66923960932145680,1.0,2.0,1.0,2.0,0.0,0
2109768515842597982,3.0,1.0,3.0,0.0,0.0,0
274769943489475356,1.0,0.0,1.0,1.0,0.0,0
7843701517672097462,11.0,0.0,12.0,0.0,0.0,0
2161460535704043104,1.0,0.0,1.0,1.0,0.0,0
9525883481183294281,2.0,0.0,2.0,0.0,0.0,0
6608747697577478342,2.0,0.0,2.0,0.0,0.0,0
4546618097177649843,1.0,0.0,1.0,1.0,0.0,0
1932771477651581834,1.0,0.0,1.0,1.0,0.0,0
4025084093803695039,1.5,2.0,1.5,1.0,0.0,0
9117831258878792360,2.0,0.0,2.0,0.0,0.0,0
4902269676524820286,1.0,0.0,1.0,1.0,0.0,0
915313498981950636,9.0,1.0,11.0,0.0,0.0,0
4289895242163866867,8.0,0.0,8.0,0.0,0.0,0
4385025692095305247,2.6666666666666665,0.0,4.333333333333333,2.0,0.0,0
7110155712999876893,4.0,1.0,4.0,0.0,0.0,0
7033713646897774777,4.0,1.0,4.0,0.0,0.0,0
30228362344114707,2.0,0.0,2.0,0.0,0.0,0
5530366491725451302,1.0,0.0,1.0,1.0,0.0,0
3877174162618077063,1.0,0.0,1.0,1.0,0.0,0
3405362050152506761,2.0,1.0,2.0,0.0,0.0,0
2762365959900573053,11.0,1.0,12.0,0.0,0.0,0
9427950462546918246,12.0,1.0,12.0,0.0,0.0,0
733911510048901075,1.0,0.0,1.0,1.0,0.0,0
7134619697223205158,3.0,0.0,3.0,0.0,0.0,0
331897073701557918,2.0,0.0,2.0,0.0,0.0,0
8162916917887025038,11.0,1.0,14.0,0.0,0.0,0
698912961975574121,3.0,1.0,3.0,0.0,0.0,0
5956938075689859892,3.0,1.0,3.0,0.0,0.0,0
182119845924245759,1.0,1.0,1.0,1.0,0.0,0
3007534413001662713,10.0,0.0,10.0,0.0,0.0,0
7788054727882261754,2.0,0.0,2.0,0.0,0.0,0
8697271777283729320,4.0,1.0,4.0,0.0,0.0,0
5273254010241948664,1.0,0.0,1.0,1.0,0.0,0
2012801098015583096,1.0,0.0,1.0,2.0,0.0,0
1086582000416977078,1.0,0.0,1.0,1.0,0.0,0
3095796332225289805,1.0,0.0,1.0,1.0,0.0,0
3680597863471349021,1.0,0.0,1.0,1.0,0.0,0
6985065280501188969,3.0,1.0,3.0,0.0,0.0,0
8055420619195839718,1.0,0.0,1.0,1.0,0.0,0
8587937009274612153,5.0,0.0,5.0,0.0,0.0,0
2546268089054653017,6.0,1.0,6.0,0.0,0.0,0
8017978609523518307,1.0,0.0,1.0,1.0,0.0,0
4485704091432888815,3.0,1.0,3.0,0.0,0.0,0
3930220508071582067,1.0,0.0,1.0,1.0,0.0,0
811309608795105345,11.0,1.0,11.0,0.0,0.0,0
6121415464184915843,1.0,1.0,2.0,1.0,0.0,0
8728336872622296498,1.0,0.0,1.0,1.0,0.0,0
61270854130968720,4.0,1.0,5.0,0.0,0.0,0
7384955009510471309,14.0,1.0,15.0,0.0,0.0,0
2276532244931109906,2.0,1.0,2.0,0.0,0.0,0
2126353260614100604,4.0,1.0,4.0,0.0,0.0,0
4259188523333029157,1.0,0.0,1.0,1.0,0.0,0
1059618440946723744,1.0,1.0,1.0,1.0,0.0,0
6045291558116009523,1.0,0.0,1.0,1.0,0.0,0
9027006704358693223,3.0,0.0,3.0,0.0,0.0,0
5151709833579331692,1.0,0.0,1.0,1.0,0.0,0
99243547346766567,3.0,0.0,3.0,0.0,0.0,0
1518145426694188868,1.0,0.0,1.0,1.0,0.0,0
5110744044270411132,1.0,0.0,1.0,1.0,0.0,0
7678354769637418942,2.0,0.0,2.0,0.0,0.0,0
6363652973895572751,1.0,0.0,1.0,1.0,0.0,0
4810470721685199473,2.0,1.0,2.0,0.0,0.0,0
4396896313943820594,1.0,0.0,1.0,1.0,0.0,0
4358022580028742269,1.0,0.0,1.0,1.0,0.0,0
6394140533262903406,2.0,1.0,2.0,0.0,0.0,0
1445820739902863106,1.0,0.0,1.0,1.0,0.0,0
7524248206477157552,1.0,0.0,1.0,1.0,0.0,0
2760725165432372374,1.0,0.0,1.0,1.0,0.0,0
8374926020129421579,24.0,1.0,33.0,0.0,0.0,0
3231968445606551350,1.0,0.0,1.0,1.0,0.0,0
9595442706976902065,11.0,0.0,12.0,0.0,0.0,0
398760098850556259,1.0,1.0,1.0,1.0,0.0,0
4103919800204962468,1.0,0.0,1.0,1.0,0.0,0
4956136474149354680,2.0,0.0,2.0,0.0,0.0,0
3851768095929392530,1.8333333333333333,0.0,1.8333333333333333,3.0,0.0,0
8215886935698385564,1.0,0.0,1.0,1.0,0.0,0
1248640453671610889,1.0,1.0,1.0,1.0,0.0,0
3196575500705590299,1.0,0.0,1.0,1.0,0.0,0
8599229805109799962,4.0,0.0,5.0,0.0,0.0,0
8136739305515393398,2.0,0.0,2.0,0.0,0.0,0
8010332443502018920,2.0,0.0,2.0,2.0,0.0,0
2767564436356694476,1.0,0.0,1.0,1.0,0.0,0
2557530825728342534,1.0,0.0,1.0,1.0,0.0,0
14574936642589965,1.0,1.0,1.0,1.0,0.0,0
5610982368683779184,6.0,1.0,6.0,0.0,0.0,0
1758825182142228731,3.0,1.0,3.0,0.0,0.0,0
4759985231987089164,2.0,0.0,2.0,0.0,0.0,0
875025313583027622,1.0,1.0,1.0,1.0,0.0,0
314524789255964235,2.0,0.0,2.0,0.0,0.0,0
1346887456334732099,2.0,1.0,2.0,0.0,0.0,0
2331227062353743010,1.0,1.0,1.0,1.0,0.0,0
6114305992156967394,2.0,1.0,2.0,0.0,0.0,0
7483921789130376238,1.0,0.0,1.0,1.0,0.0,0
3753595118895928415,1.0,1.0,1.0,1.0,0.0,0
928620745474622916,1.5,0.0,1.5,1.0,0.0,0
8880426780675490198,1.0,0.0,1.0,1.0,0.0,0
8563488053043379738,7.0,1.0,10.0,0.0,0.0,0
488372303293318278,47.0,0.0,65.0,0.0,0.0,0
6725100378689142350,1.0,0.0,1.0,1.0,0.0,0
3391472479096432784,1.0,0.0,1.0,1.0,0.0,0
1599320199705801354,2.0,0.0,2.0,0.0,0.0,0
4408299146527006134,1.0,1.0,1.0,1.0,0.0,0
1621531405697121273,1.0,0.0,1.0,1.0,0.0,0
30214702636982447,1.0,1.0,1.0,1.0,0.0,0
9371370336406392074,4.5,0.0,6.0,0.0,0.0,0
925895648528535707,1.0,0.0,1.0,1.0,0.0,0
3997840512714601278,1.0,0.0,1.0,1.0,0.0,0
191071003794981098,1.0,0.0,1.0,1.0,0.0,0
2705199199391708311,3.0,0.0,3.0,0.0,0.0,0
1739701275699997766,2.0,0.0,2.0,0.0,0.0,0
9374242376508144183,1.0,0.0,1.0,1.0,0.0,0
278088478342303266,1.0,1.0,1.0,1.0,0.0,0
7864073505321709056,1.0,0.0,1.0,1.0,0.0,0
12529647741660377,1.0,0.0,1.0,1.0,0.0,0
318117244944332134,1.0,0.0,1.0,1.0,0.0,0
3007572977049095037,1.0,0.0,1.0,1.0,0.0,0
406016636344914938,1.0,0.0,1.0,1.0,0.0,0
8697445333667366874,2.0,0.0,2.0,0.0,0.0,0
9429750540860451631,1.0,1.0,1.0,1.0,0.0,0
4011796286270296663,1.0,1.0,1.0,1.0,0.0,0
5681517882905144339,2.0,0.0,2.0,0.0,0.0,0
8058592620509233786,2.0,0.0,2.0,0.0,0.0,0
3970360555903839658,2.0,3.0,2.0,2.0,0.0,0
172202404839040382,12.0,1.0,14.0,0.0,0.0,0
5099763309900070034,1.0,0.0,1.0,1.0,0.0,0
2568164100980862358,1.0,1.0,1.0,1.0,0.0,0
5926286137905437211,1.0,0.0,1.0,1.0,0.0,0
7408538173503088580,2.5,2.0,3.0,0.0,0.0,0
2503432082041028325,2.0,0.0,2.0,0.0,0.0,0
8776142568528976712,2.0,0.0,2.0,1.0,0.0,0
5234829768873239210,3.0,1.0,3.0,0.0,0.0,0
4795703709972577586,1.0,0.0,1.0,1.0,0.0,0
5565946142703101897,1.0,0.0,1.0,1.0,0.0,0
287201889663484452,1.0,0.0,1.0,1.0,0.0,0
5271286803766226355,2.0,0.0,2.0,0.0,0.0,0
2749324221625115007,2.0,1.0,2.0,0.0,0.0,0
6712014734859852823,1.0,0.0,1.0,2.0,0.0,0
2028964824280689945,1.0,0.0,1.0,1.0,0.0,0
5322474351393393825,1.0,1.0,1.0,1.0,0.0,0
7455281121199205040,2.0,0.0,2.0,0.0,0.0,0
8478236682481175939,1.0,0.0,1.0,1.0,0.0,0
4227910983292031298,2.0,0.0,2.0,0.0,0.0,0
7636729279750931834,1.0,0.0,1.0,1.0,0.0,0
4738321524360185141,1.0,0.0,1.0,1.0,0.0,0
3871577808259688828,1.0,0.0,1.0,1.0,0.0,0
6472770590851362910,2.0,0.0,2.0,0.0,0.0,0
2577709376154345474,1.0,1.0,1.0,1.0,0.0,0
7517911778911597646,3.0,0.0,3.0,0.0,0.0,0
5911590213697385234,7.0,2.0,9.5,0.0,0.0,0
614111684358562767,1.0,0.0,1.0,1.0,0.0,0
5663738464317841143,2.0,0.0,2.0,0.0,0.0,0
1687817219181109826,1.0,0.0,1.0,1.0,0.0,0
891688948430607806,5.0,1.0,5.0,0.0,0.0,0
6074887437339582808,1.0,0.0,1.0,1.0,0.0,0
4534711159704914452,1.5,0.0,1.5,1.0,0.0,0
3802861641781094384,1.0,0.0,1.0,1.0,0.0,0
3849061983877052000,1.0,0.0,1.0,1.0,0.0,0
9170999157711132459,1.0,0.0,1.0,1.0,0.0,0
1300161963653514069,4.0,0.0,7.0,0.0,0.0,0
9943762171471239925,1.0,0.0,1.0,1.0,0.0,0
8562630000680115929,1.0,0.0,1.0,1.0,0.0,0
8890668885381273998,5.0,0.0,6.0,0.0,0.0,0
751302417306109102,1.0,1.0,1.0,1.0,0.0,0
2350144821901011250,11.0,1.0,15.0,0.0,0.0,0
9635192572009086122,6.0,0.0,6.0,0.0,0.0,0
4953048879726127894,16.0,1.0,21.0,0.0,0.0,0
7786269320429465555,2.0,0.0,2.0,0.0,0.0,0
4774049435855579019,2.0,0.0,2.0,0.0,0.0,0
780483819160796881,1.0,0.0,1.0,1.0,0.0,0
6884911109531432018,2.0,1.0,2.0,0.0,0.0,0
6958551363100661339,1.0,1.0,1.0,1.0,0.0,0
7625180417077214957,2.0,0.0,2.0,0.0,0.0,0
7383577706430665547,1.0,0.0,1.0,1.0,0.0,0
7097708571845669905,8.0,1.0,8.0,0.0,0.0,0
7750981926113479343,7.0,1.0,11.0,0.0,0.0,0
51019857234232694,5.0,0.0,5.0,0.0,0.0,0
1623248762710865363,1.0,0.0,1.0,1.0,0.0,0
1134741987562495059,1.0,1.0,1.0,1.0,0.0,0
23257116949159949,1.0,0.0,1.0,1.0,0.0,0
3844348284480742616,2.0,0.0,2.0,0.0,0.0,0
6095860471894572762,1.0,0.0,1.0,1.0,0.0,0
435135825568978266,1.0,0.0,1.0,1.0,0.0,0
1113001482354940149,4.0,2.0,4.0,1.0,0.0,0
6985135695405558061,12.0,1.0,19.0,0.0,0.0,0
2818506344556103957,1.0,0.0,1.0,1.0,0.0,0
5156558026032823546,1.0,0.0,1.0,1.0,0.0,0
5593026164416892951,1.0,1.0,1.0,1.0,0.0,0
3626601285159710905,2.0,0.0,2.0,0.0,0.0,0
3552310721729410434,6.0,1.0,9.0,0.0,0.0,0
4710214686662316607,1.0,0.0,1.0,1.0,0.0,0
6384018299497947100,2.0,1.0,3.0,0.0,0.0,0
7981899630740749582,6.0,0.0,7.0,0.0,0.0,0
8739850803153784423,4.0,0.0,4.0,0.0,0.0,0
4715719147209627956,22.0,1.0,28.0,0.0,0.0,0
9258993122250773475,4.0,1.0,4.0,0.0,0.0,0
3098956928701838906,3.25,4.0,3.75,2.0,0.0,0
8020681073676358325,1.0,0.0,1.0,1.0,0.0,0
2373947794352361666,1.0,0.0,1.0,1.0,0.0,0
164567323344816386,1.0,0.0,1.0,1.0,0.0,0
9192050658112953220,12.6,5.0,16.2,1.0,33.99003358136888,1
9727184736387376311,3.0,1.0,3.0,0.0,0.0,0
2627815847986595565,2.0,0.0,2.0,0.0,0.0,0
8228292023627352709,2.5,2.0,3.0,1.0,0.0,0
2101368858349884494,2.0,0.0,2.0,0.0,0.0,0
6983336466181764934,2.0,0.0,2.0,0.0,0.0,0
9731015921965299927,1.0,1.0,1.0,1.0,0.0,0
6327382848574423669,2.0,0.0,2.0,0.0,0.0,0
3812319252821003176,7.0,0.0,9.5,1.0,0.0,0
2731004617054495517,1.0,0.0,1.0,1.0,0.0,0
3374769155220144067,8.0,0.0,11.0,0.0,0.0,0
7189904024261762335,1.0,1.0,1.0,1.0,0.0,0
396191146720308122,2.0,0.0,2.0,0.0,0.0,0
1355143939360541378,1.0,0.0,1.0,1.0,0.0,0
5890044258714145766,1.0,0.0,1.0,1.0,0.0,0
1087069065987137138,2.5,0.0,2.5,0.0,0.0,0
937846169283004713,1.0,0.0,1.0,1.0,0.0,0
1364656654371135332,2.0,0.0,2.0,0.0,0.0,0
5902141068692601556,3.0,0.0,3.0,0.0,0.0,0
3616798943552832211,1.0,0.0,1.0,1.0,0.0,0
3518286494499759669,2.0,2.0,2.0,1.0,0.0,0
8310747433193512463,11.0,0.0,15.5,1.0,0.0,0
9496206620993482,5.5,0.0,8.0,0.0,0.0,0
2385184743365514704,1.0,0.0,1.0,1.0,0.0,0
2704488209196186652,2.0,0.0,2.0,0.0,0.0,0
1680558403903288042,1.0,0.0,1.0,1.0,0.0,0
7840819054732534564,2.0,0.0,2.0,0.0,0.0,0
7621856748159885221,1.0,0.0,1.0,1.0,0.0,0
1050937962329189877,1.0,1.0,1.0,1.0,0.0,0
1505734544393712485,1.0,0.0,1.0,1.0,0.0,0
483900876331502551,30.0,0.0,45.0,0.0,0.0,0
6045055554989094602,1.0,0.0,1.0,1.0,0.0,0
2643126303898743576,5.0,0.0,6.0,0.0,0.0,0
3991391941448036611,1.0,1.0,1.0,1.0,0.0,0
1507449588135399061,3.0,1.0,3.0,0.0,0.0,0
9832420609541211109,1.0,0.0,1.0,1.0,0.0,0
3100479664659892905,1.5,0.0,1.5,1.0,0.0,0
1263699114677677000,1.0,0.0,1.0,1.0,0.0,0
3861762654829195169,1.0,0.0,1.0,2.0,0.0,0
8922954206017732614,3.0,0.0,5.0,0.0,0.0,0
9085573062544989553,5.0,0.0,5.0,0.0,0.0,0
336282451587679799,1.0,1.0,1.0,1.0,0.0,0
650915590272619388,9.333333333333334,3.0,12.666666666666664,0.0,17.44171641755015,1
3032223110522551224,10.0,1.0,10.0,0.0,0.0,0
2151946385063523353,1.0,1.0,1.0,1.0,0.0,0
1305345462595807234,1.0,0.0,1.0,1.0,0.0,0
5796278342202549245,8.0,0.0,13.0,0.0,0.0,0
2783567075754341005,1.0,0.0,1.0,1.0,0.0,0
2393265876958774173,2.0,0.0,2.0,0.0,0.0,0
1480754276944184618,2.0,1.0,2.0,0.0,0.0,0
720754027149158468,2.0,1.0,2.0,0.0,0.0,0
7872794873795998600,1.0,1.0,1.0,1.0,0.0,0
2415846227135102875,3.0,1.0,3.0,0.0,0.0,0
5465873120050406585,1.0,1.0,1.0,1.0,0.0,0
6907459890660170060,1.0,0.0,1.0,1.0,0.0,0
1053231568758418234,1.0,0.0,1.0,1.0,0.0,0
3949578433778648508,7.0,0.0,7.0,0.0,0.0,0
5059472884228518265,5.0,1.0,6.0,0.0,0.0,0
6827489386937157276,1.0,0.0,1.0,1.0,0.0,0
5362027548675166605,2.0,0.0,2.0,0.0,0.0,0
